mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.2731199264526367,0.06555642977589789,0.18163094520568848,0.022431416513015053,10,2,200,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.08695652173913043,0.1643835616438356,0.11267605633802817,0.125,0.06557377049180328,0.1109179820425595,0.03373488211959543,37,0.9484536082474226,0.9637305699481865,0.9608355091383812,0.9521276595744681,0.9540816326530612,0.9558457959123039,0.00563290596371427
0.3564922332763672,0.020464994700270595,0.08182258605957031,0.012080673042546761,10,5,50,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 50}",0.16470588235294117,0.20512820512820512,0.16216216216216217,0.23376623376623376,0.031746031746031744,0.1595017030311148,0.06921368548145244,23,0.8421052631578947,0.8826530612244898,0.9173333333333333,0.870026525198939,0.8814432989690721,0.8787122963767459,0.024207808659132683
0.7105632781982422,0.052253544547336515,0.13222870826721192,0.016326237874518104,10,5,100,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.14457831325301204,0.20253164556962025,0.08333333333333333,0.21052631578947367,0.06666666666666667,0.1415272549224212,0.0591309651868164,27,0.8838383838383839,0.9242424242424242,0.9238845144356955,0.893048128342246,0.9095607235142119,0.9069148348745923,0.016248226037821695
1.3622220039367676,0.02211213318812779,0.17177457809448243,0.02999842944778276,10,5,200,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200}",0.12195121951219512,0.136986301369863,0.1095890410958904,0.16901408450704225,0.06451612903225806,0.12041135510344976,0.03429496788054622,33,0.9104859335038363,0.9246753246753247,0.9238845144356955,0.9037433155080213,0.9191919191919192,0.9163962014629595,0.008092731804532993
0.3834555149078369,0.031015039813325918,0.08629183769226074,0.017967847328984883,10,10,50,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.2222222222222222,0.21505376344086022,0.16091954022988506,0.23529411764705882,0.1111111111111111,0.1889201509302275,0.046434511565024025,19,0.7684964200477327,0.8120300751879699,0.8380462724935732,0.7780678851174935,0.803030303030303,0.7999341911754145,0.024798773579192565
0.695720911026001,0.03677821158450905,0.12241950035095214,0.015318788017660274,10,10,100,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.1935483870967742,0.25,0.13953488372093023,0.24096385542168675,0.08333333333333333,0.1814760919145449,0.0628826308355853,20,0.784688995215311,0.8235294117647058,0.8372093023255814,0.7905759162303665,0.8261964735516373,0.8124400198175203,0.020851332720972858
1.2524492263793945,0.02574019472228967,0.18143701553344727,0.03356532080572385,10,10,200,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.17391304347826086,0.23655913978494625,0.1411764705882353,0.21686746987951808,0.08955223880597014,0.17161367250738616,0.052785621461074725,21,0.8068459657701712,0.8513853904282116,0.8307692307692308,0.8324607329842932,0.8379052369077307,0.8318733113719275,0.01445709127567389
0.3730952262878418,0.01909080632569684,0.0822361946105957,0.014784230753839106,20,2,50,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 50}",0.10714285714285714,0.125,0.06557377049180328,0.09836065573770492,0.07692307692307693,0.09460007205908846,0.021216132568343635,43,0.9948453608247423,0.9922480620155039,0.9974293059125964,0.9948453608247423,0.9948717948717949,0.994847976889876,0.0016384991828729287
0.7074947357177734,0.02017516315111697,0.12644448280334472,0.01615094575892841,20,2,100,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 100}",0.1,0.1016949152542373,0.06666666666666667,0.13333333333333333,0.07692307692307693,0.09572359843546284,0.023091995526301375,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.365742301940918,0.06189037085406953,0.1852956771850586,0.02370589883442298,20,2,200,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 200}",0.07142857142857142,0.1016949152542373,0.06666666666666667,0.06779661016949153,0.07692307692307693,0.07690196808840877,0.012902074901130356,45,1.0,1.0,1.0,1.0,1.0,1.0,0.0
